10, Гнидын
19, Гнилички
10, Гоголев
16, Гоголево
16, Гожулы
21, Голая Пристань
3, Голобы
11, Голованевск
6, Головино
11, Головковка
22, Головчинцы
4, Голубовка
1, Голубой Залив
2, Гоноривка
20, Гонтов яр
16, Горбаневка
10, Горенка
13, Горишний
5, Горловка
13, Горное
5, Горное
21, Горностаевка
11, Горный
13, Горняк
5, Горняк
5, Горняцкое
9, Городенка
23, Городище
10, Городище-Пустоваровка
2, Городковка
6, Городница
24, Городня
3, Городок
17, Городок
22, Городок
13, Городок
7, Горонглаб
3, Горохов
14, Гороховка
12, Горское
6, Горщик
3, Горькая полонка
4, Горького
11, Гостинное
13, Гостинцово
10, Гостомель
17, Гоща
13, Грабовец
16, Градижск
5, Гранитное
17, Гранитное
4, Гранитное
16, Гребенка
10, Гребенки
13, Гребенов
7, Гребля
15, Григоровка
10, Григорьевка
19, Гримайлов
22, Грицев
5, Гришино
6, Гришковцы
6, Грозино
22, Грузевица
4, Грузское
7, Грушево
11, Грушка
22, Грушка
1, Грэсовский
13, Гряда
18, Грязное
4, Губиниха
6, Гуйва
6, Гульск
8, Гуляйполе
22, Гуменцы
4, Гупаловка
1, Гурзуф
10, Гуровщина
19, Гусятин
20, Гуты
22, Давыдковцы
13, Давыдов
1, Далекое
24, Даниловка
21, Дарьевка
20, Дачное
13, Дашава
2, Дашев
2, Дашев
16, Дашковка
23, Дашуковка
20, Двуречная
5, Дебальцево
11, Девичье поле
4, Девладово
3, Дедычи
7, Деловое
9, Делятин
10, Демидов
17, Демидовка
9, Демьянов
10, Дениховка
23, Деньги
17, Деражное
22, Деражня
20, Дергачи
2, Деребчин
11, Дериевка
3, Дерно
1, Джанкой
2, Джурин
9, Джуров
9, Дзвиняч
23, Дзензеловка
6, Дзержинск
5, Дзержинск
12, Дзержинский
12, Дзержинское
15, Дзинилор
2, Дзыговка
7, Диброва
10, Диброва
16, Диканька
5, Димитров
11, Димитрово
10, Дмитровка
24, Дмитровка
4, Дмитровка
1, Днепровка
4, Днепровское
4, Днепродзержинск
4, Днепропетровск
8, Днепрорудное
21, Днепряны
11, Добровеличковка
9, Добровляны
1, Доброе
13, Добромиль
5, Доброполье
13, Добротвор
24, Добрянка
7, Добрянское
13, Добряны
6, Довбыш
10, Довгалевское
22, Довжок
5, Докучаевск
7, Долгое
19, Должанка
6, Должик
5, Долина
9, Долина
5, Долиновка
11, Долинская
8, Долинское
9, Долишнее залучье
14, Доманевка
5, Донецк
5, Донецкое
5, Донское
1, Донское
5, Дорожное
10, Дослидницкое
4, Дослидное
23, Драбов
23, Драбово-барятинское
7, Драгово
9, Драгомирчаны
5, Дробышево
13, Дрогобыч
19, Дружба
18, Дружба
6, Дружба
8, Дружелюбовка
5, Дружковка
9, Дуба
3, Дубечно
23, Дубиевка
13, Дубина
13, Дубляны
13, Дубляны
17, Дубно
7, Дубовое
3, Дубовое
12, Дубовский
9, Дубовцы
18, Дубовязовка
7, Дубриничи
17, Дубровица
17, Дубы
13, Дулибы
7, Дулово
22, Дунаевцы
22, Дунаевцы
7, Дыйда
10, Дымер
1, Евпатория
9, Езуполь
14, Еланец
11, Елизаветградка
4, Елизарово
6, Емильчино
5, Енакиево
23, Ерки
12, Есауловка
2, Жабелевка
3, Жабка
23, Жашков
22, Жванец
13, Жвирка
5, Ждановка
2, Ждановка
4, Жданово
7, Ждениево
4, Желтые Воды
1, Желябовка
15, Жеребково
13, Жидачев
6, Житомир
2, Жмеринка
18, Жовтневое
16, Жовтневое
10, Жовтневое
18, Жовтневое
21, Жовтневое
3, Жовтневое
17, Жовтневое
13, Жолква
13, Жолква
13, Жулин
3, Журавичи
1, Журавки
2, Журавлевка
9, Заболотов
3, Забороль
11, Завалье
9, Завалье
7, Завидово
19, Заводское
9, Завой
9, Загвоздье
15, Загнитков
13, Загорное
7, Задельское
9, Заднестрянск
10, Зазимье
22, Закупное
3, Залесочье
19, Залещики
16, Зализничное
8, Зализничное
21, Зализный порт
19, Зализцы
24, Замглай
3, Замличи
5, Заможное
1, Заозерное
8, Запорожье
13, Запытов
2, Зарванцы
6, Заречаны
17, Заречное
3, Заречье
3, Заречье
25, Зарожаны
17, Заря
5, Заря
25, Заставна
19, Застеночное
16, Засулье
15, Затишье
15, Затока
20, Зачепиловка
19, Збараж
19, Зборов
23, Звенигородка
10, Згуровка
17, Здолбунов
3, Зеленая
4, Зеленодольск
18, Зеленый гай
13, Зелив
16, Зеньков
16, Зеньков
20, Зидьки
13, Зимняя Вода
12, Зимогорье
22, Зиньков
17, Зирне
4, Златоустовка
20, Змиев
3, Змиенец
11, Знаменка
7, Зняцево
11, Золотаревка
19, Золотники
12, Золотое
19, Золотой Поток
23, Золотоноша
20, Золочев
13, Золочев
12, Зоринск
13, Зоротовичи
13, Зубра
5, Зугрэс
1, Зуя
19, Иване-пусте
3, Иваничи
10, Иванков
10, Иванков
25, Иванковцы
11, Ивано-Благодатное
13, Ивано-франково
9, Ивано-Франковск
4, Ивано-яризовка
2, Иванов
6, Ивановка
21, Ивановка
12, Ивановка
21, Ивановка
15, Ивановка
9, Ивановка
25, Ивановцы
6, Иванополь
5, Иванополье
17, Иванчи
3, Иванычи
23, Иваньки
6, Ивашковка
7, Иза
15, Измаил
20, Изюм
22, Изяслав
4, Илларионово
2, Иллинцы
5, Иловайск
2, Ильинцы
5, Ильича
15, Ильичевка
15, Ильичевск
5, Ильичовское
7, Ильница
4, Ингулец
4, Ингулец
1, Инкерман
2, Иосиповка
23, Ирклиев
10, Ирпень
7, Иршава
6, Иршанск
15, Исаево
25, Испас
24, Ичня
6, Йосиповка
10, Йосиповка
14, Кавуны
10, Кагарлык
14, Казанка
2, Казатин
21, Казацкое
21, Казачьи лагеря
20, Казачья Лопань
16, Калайдинцы
11, Калантаев
21, Каланчак
21, Калининское
13, Калинов
1, Калиновка
10, Калиновка
10, Калиновка
2, Калиновка
10, Калиновка
8, Калиновка
2, Калиновка вторая
7, Калины
10, Калита
11, Калмазово
9, Калуш
11, Камбурлиевка
22, Каменец-Подольский
7, Каменица
4, Каменка
22, Каменка
23, Каменка
13, Каменка-Бугская
8, Каменка-Днепровская
2, Каменногорка
6, Каменный брод
6, Каменный Брод
11, Каменный мост
14, Каменный Мост
1, Каменоломня
4, Каменское
3, Камень-Каширский
8, Камыш-Заря
21, Камышаны
8, Камышеваха
16, Камышня
7, Камянское
23, Канев
8, Каневское
11, Капитановка
20, Капитоловка
2, Капустин
16, Карловка
15, Каролино-бугаз
12, Карпаты
21, Карьерное
1, Карьерное
11, Катериновка
5, Катериновка
23, Катеринополь
21, Каховка
1, Кацивели
1, Кача
10, Кашперовка
17, Квасилов
7, Квасы
20, Кегичевка
25, Кельменцы
7, Кендерешов
1, Керчь
3, Киверцы
10, Киев
24, Киенка
15, Килия
4, Кильчень
6, Кирданы
18, Кириковка
8, Кирилловка
2, Кирнасивка
4, Кировка
11, Кировоград
12, Кировск
4, Кировское
1, Кировское
5, Кировское
25, Киселев
23, Киселевка
20, Кисели
25, Кицмань
6, Кишин
3, Кияж
18, Кияница
18, Кияница
10, Клавдиево-Тарасово
17, Клевань
2, Клембовка
22, Клембовка
6, Кленовая
7, Кленовец
5, Кленовка
12, Кленовый
17, Клесов
6, Клетчин
22, Климашовка
11, Клинцы
25, Клишковцы
7, Ключарки
9, Княжелука
10, Княжичи
22, Княжполь
16, Кобеляки
14, Коблево
7, Кобылецкая поляна
16, Ковалевка
9, Ковалевка
2, Ковалевка
3, Ковель
24, Ковпыта
20, Ковшаровка
20, Ковяги
10, Кодра
15, Кодыма
10, Кожанка
8, Коза
24, Козелец
16, Козельщина
17, Козин
10, Козин
19, Козлов
19, Козова
2, Козятин
1, Коктебель
14, Коларовка
3, Колки
17, Колоденка
23, Колодистое
20, Коломак
9, Коломыя
7, Колочава
24, Колычовка
7, Кольчино
1, Кольчугино
13, Комарно
25, Комаровцы
23, Коминтерн
15, Коминтерновское
12, Комиссаровка
21, Коммуна
20, Коммунар
20, Коммунар
11, Компанеевка
16, Комсомольск
20, Комсомольский
20, Комсомольское
5, Комсомольское
1, Комсомольское
5, Кондратовка
23, Кононовка
13, Конопница
18, Конотоп
8, Константиновка
14, Константиновка
17, Константиновка
5, Константиновка
11, Константиновка
20, Константиновка
2, Копайгород
16, Копылы
22, Копыстин
19, Копычинцы
19, Копычинцы
2, Корделевка
1, Кореиз
17, Корец
19, Коржова
6, Корнин
17, Корнин
9, Корнич
13, Корничи
21, Коробки
20, Коробочкино
25, Коровия
9, Королевка
10, Королевка
7, Королево
24, Короп
19, Коропец
13, Коропуж
6, Коростень
13, Коростов
6, Коростышев
20, Коротыч
21, Корсунка
23, Корсунь-Шевченковский
13, Корчев
22, Корчевка
17, Корысть
25, Корытное
24, Корюковка
19, Косов
9, Косов
11, Косовка
7, Косовская поляна
7, Косонь
25, Костинцы
17, Костополь
25, Кострижевка
16, Котельва
17, Котов
15, Котовка
6, Котовка
15, Котовск
10, Коцюбинское
3, Коцюры
6, Кочеров
20, Кочеток
6, Кошелевка
13, Краковец
5, Краматорск
24, Крапивное
6, Крапивня
6, Крапивня
22, Красилов
10, Красиловка
5, Красная поляна
5, Красноармейск
4, Красногвардейский
1, Красногвардейское
1, Красногвардейское
6, Красногорка
5, Красногоровка
5, Красногоровка
20, Красноград
12, Краснодон
24, Красное
14, Красное
10, Красное
13, Красное
5, Красное
2, Красное
25, Красноильск
1, Краснокаменка
20, Краснокутск
12, Краснолучский
20, Краснопавловка
1, Красноперекопск
6, Краснополь
18, Краснополье
12, Краснореченское
22, Красноселка
15, Красноселка
2, Красноселка
15, Красные Окны
23, Красный Кут
5, Красный Лиман
12, Красный Луч
5, Красный партизан
19, Кременец
19, Кременец
12, Кременная
16, Кременчуг
23, Кременчуки
15, Кремидовка
12, Крепенский
5, Крестище
4, Кривбасс
14, Кривое Озеро
4, Кривой Рог
1, Кримское
4, Кринички
15, Криничное
9, Криховцы
18, Кролевец
16, Кротенки
3, Крупа
15, Крыжановка
2, Крыжополь
6, Крымок
10, Крюковщина
6, Ксаверов
10, Ксаверовка
17, Кузнецовск
1, Куйбышево
8, Куйбышево
13, Куликов
24, Куликовка
20, Кулиничи
3, Кульчин
14, Кумари
22, Купин
20, Купянск
5, Кураховка
5, Курахово
5, Курдюмовка
4, Куриловка
20, Куриловка
13, Куровичи
1, Курпаты
3, Куснища
17, Кустин
9, Куты
24, Куты вторые
7, Куштановица
8, Кушугум
18, Куяновка
24, Ладан
24, Ладинка
2, Ладыжин
23, Ладыжинка
16, Лазорки
21, Лазурное
7, Лазы
15, Ланна
16, Ланна.
19, Лановцы
9, Ланчин
13, Лапаевка
15, Ларжанка
23, Лебедевка
18, Лебедин
20, Лебяжье
25, Левинцы
11, Лекаревка
16, Лелюховка
1, Ленино
22, Ленковцы
12, Лесная дача
22, Лесовые гриневцы
23, Леськи
22, Летичев
10, Летки
13, Лешня
1, Ливадия
20, Лиман
15, Лиманское
14, Лиманы
24, Линовица
7, Линцы
3, Липины
6, Липники
11, Липняжка
18, Липовая Долина
2, Липовец
2, Липовец
10, Липовка
20, Липцы
9, Лисец
13, Лисиничи
12, Лисичанск
7, Лисичево
2, Литин
7, Лоза
4, Лозоватка
20, Лозовая
22, Лозовое
12, Лозовский
3, Локачи
9, Лолин
13, Лопатин
9, Лопушня
24, Лосиновка
16, Лохвица
16, Лубны
12, Луганск
6, Лугины
25, Лужаны
6, Лужин
10, Лука
2, Лука- мелешковская
8, Лукашево
13, Луки
3, Луков
10, Лукьяновка
8, Луначарское
16, Лутовиновка
12, Лутугино
3, Луцк
14, Луч
23, Лысянка
3, Лыще
13, Львов
6, Любар
15, Любашевка
24, Любеч
3, Любешов
21, Любимовка
13, Любинцы
3, Любитов
3, Люблинец
3, Любомль
20, Люботин
13, Любша
8, Люцерна
13, Мавковичи
4, Магдалиновка
1, Мазанка
9, Майдан
7, Майдан
23, Майданец
4, Майское
10, Макаров
5, Макеевка
22, Маков
24, Макошино
11, Малая Виска
20, Малая Даниловка
7, Малая копаня
18, Малая павловка
20, Малая рогозянка
10, Малая Снитынка
10, Малая Супоевка
6, Малая Токаровка
8, Малая токмачка
9, Малая турья
13, Малехов
6, Малин
22, Малиничи
5, Малиновка
20, Малиновка
15, Малодолинское
8, Малокатериновка
21, Малокаховка
1, Малореченское
19, Малые Бережцы
13, Малые Подлески
7, Малый березный
23, Малый бузуков
1, Малый маяк
2, Малый мытник
17, Малый шпаков
13, Мальчицы
25, Мамаевцы
25, Мамалыга
6, Мамрин
5, Мангуш
3, Маневичи
20, Манченки
23, Маньковка
4, Марганец
25, Мариничи
5, Мариуполь
12, Марковка
5, Марково
20, Мартово
23, Мартыновка
1, Марфовка
10, Мархаловка
8, Марьевка
5, Марьинка
4, Марьяновка
16, Марьяновка
6, Марьяновка
3, Марьяновка
22, Масевцы
1, Массандра
14, Матиясово
23, Матусив
2, Махаринцы
22, Мацьковцы
16, Машевка
3, Маяки
15, Маяки
1, Межводное
7, Межгорье
4, Межевая
4, Межирич
18, Межирич
23, Межирич
11, Межиричка
18, Мезеновка
4, Мелиоративное
8, Мелитополь
12, Меловое
19, Мельница-Подольская
24, Мена
4, Менжинское
13, Мервичи
20, Мерефа
14, Мешково-погорелово
15, Мизикевича
17, Мизоч
13, Миклашев
19, Микулинцы
9, Микуличин
7, Минай
16, Миргород
6, Мирное
5, Мирное
1, Мирное
5, Мирное
8, Мирное
6, Мирный
4, Мировое
6, Миролюбовка
5, Мироновка
10, Мироновка
6, Мирополь
12, Миусинск
14, Михайловка
11, Михайловка
8, Михайловка
20, Михайловка
2, Михайловка
5, Михайловка
23, Михайловка
18, Михайловское
22, Михайлючка
25, Михальча
23, Млиев
17, Млинов
19, Млиновцы
16, Млыны
2, Могилев-Подольский
2, Могилевка
17, Могиляны
2, Моевка
17, Моквин
25, Молница
15, Молодежное
1, Молодежное
11, Молодежное
5, Молодежное
5, Молодецкое
12, Молодогвардейск
8, Молочанск
19, Монастыриска
23, Монастырище
13, Моршин
5, Моспино
13, Мостиска
14, Мостовое
10, Мотыжин
1, Мраморное
7, Мужиево
10, Музычи
7, Мукачево
12, Муратово
20, Мурафа
13, Мурованое
2, Мурованые Куриловцы
4, Мусиевка
17, Мутвица
10, Мыла
23, Набутов
13, Навария
13, Нагорное
19, Нагорянка
9, Надвирна
9, Надворная
4, Надеждовка
9, Надиев
19, Надречное
13, Надыбы
13, Надычи
22, Наркевичи
6, Народичи
20, Наталино
10, Небелица
7, Невицкое
4, Недайвода
18, Недригайлов
24, Нежин
2, Некрасово
25, Нелиповцы
10, Немешаево
13, Немиров
2, Немиров
11, Неопалимовка
25, Неполоковцы
7, Нересница
15, Нерубайское
3, Несвич
2, Нестерварка
22, Нестеривци
22, Нетишин
16, Нехвороща
12, Нещеретово
4, Нива трудовая
1, Нижнегорский
7, Нижнее селище
7, Нижние ворота
21, Нижние Серогозы
9, Нижний вербиж
12, Нижний нагольчик
13, Нижняя яблонька
10, Низшая дубечня
18, Низы
1, Никита
9, Никитинцы
13, Николаев
14, Николаев
22, Николаев
1, Николаевка
15, Николаевка
5, Николаевка
4, Николаевка
4, Николаевка
15, Николаевка
4, Николаевка
14, Николаевка
14, Николаевское
5, Николайполье
4, Никополь
6, Новая Боровая
20, Новая Водолага
16, Новая Галещина
23, Новая дмитровка
15, Новая долина
15, Новая дофиновка
21, Новая збурьевка
21, Новая Каховка
3, Новая лешня
17, Новая Любомирка
21, Новая маячка
15, Новая некрасовка
14, Новая Одесса
11, Новая прага
4, Новая русь
22, Новая Ушица
24, Новгород-Северский
11, Новгородка
5, Новгородское
9, Новица
16, Новоаврамовка
5, Новоазовск
12, Новоайдар
11, Новоалександровка
4, Новоалександровка
21, Новоалексеевка
5, Новоамвросиевское
11, Новоархангельск
8, Новобогдановка
15, Новоборисовка
3, Нововолынск
21, Нововоронцовка
6, Новоград-Волынский
21, Новогригоровка
5, Новогродовка
6, Новогуйвинское
12, Новодарьевка
25, Новоднестровск
5, Новодонецкое
12, Новодружеск
24, Новое
11, Новое
7, Новое давыдково
8, Новое запорожье
19, Новое Село
5, Новозарьевка
4, Новоивановка
4, Новолозоватка
8, Новолюбимовка
17, Новомалин
11, Новомиргород
4, Новомосковск
8, Новониколаевка
4, Новониколаевка
4, Новониколаевка
8, Новониколаевка
1, Новоозерное
6, Новоозерянка
11, Новоолександровка
16, Новоореховка
16, Новооржицкое
20, Новоосиново
20, Новопавловка
8, Новопетровка
14, Новопетровское
20, Новопокровка
4, Новополье
12, Новопсков
9, Новоселица
25, Новоселица
19, Новоселка
10, Новоселки
24, Новоселовка
20, Новоселовка
1, Новоселовское
1, Новосельское
21, Новотроицкое
5, Новотроицкое
11, Новоукраинка
14, Новоукраинка
5, Новоэкономическое
13, Новояворовск
10, Новые безрадичи
6, Новые Белокоровичи
15, Новые беляры
24, Новые Млыны
10, Новые петровцы
16, Новые Санжары
24, Новый белоус
14, Новый Буг
24, Новый Быков
17, Новый корец
22, Новый кривин
9, Новый мизунь
13, Новый Роздол
1, Новый Свет
5, Новый Свет
13, Новый ярычев
6, Норинск
24, Носовка
17, Обаров
9, Обертин
2, Ободовка
11, Обозновка
9, Оболонье
13, Оброшино
10, Обухов
3, Овадное
15, Овидиополь
6, Овруч
11, Одая
15, Одесса
17, Оженин
16, Озера
6, Озерное
3, Озерцо
19, Озеряны
10, Озирне
9, Окно
25, Окно
1, Октябрьское
1, Октябрьское
6, Олевск
6, Олекс
22, Олешин
7, Олешник
9, Олешов
1, Олива
6, Олиевка
24, Олишевка
3, Олыка
5, Ольгинка
12, Ольховое
7, Ольховцы
7, Ольховцы-лазы
23, Ольшана
18, Ольшана
6, Ольшанка
11, Ольшанка
14, Ольшанское
20, Ольшаны
11, Оникеево
15, Ониськово
16, Онишки
11, Онуфриевка
13, Опоры
16, Опошня
5, Опытное
2, Оратов
2, Оратов
17, Орвяница
12, Орджоникидзе
1, Орджоникидзе
4, Орджоникидзе
1, Ореанда
8, Орехов
16, Ореховка
12, Ореховка
1, Орехово
17, Оржев
16, Оржица
20, Орилька-1
4, Орловщина
8, Осипенко
1, Останино
24, Остер
17, Остки
19, Остров
13, Остров
17, Острог
17, Острожец
6, Осыково
1, Отрадное
1, Отрадное
9, Отыния
14, Очаков
5, Очеретино
13, Павлов
11, Павловка
9, Павловка
24, Павловка
4, Павлоград
11, Павлыш
7, Павшино
10, Паляничинцы
5, Пантелеймоновка
20, Панютино
24, Парафиевка
6, Парипсы
1, Парковое
1, Партенит
4, Партизанское
21, Партизаны
20, Пархомовка
7, Пацканево
11, Первозвановка
14, Первомайск
12, Первомайск
4, Первомайск
20, Первомайский
1, Первомайское
1, Первомайское
1, Перевальное
12, Перевальск
11, Перегоновка
18, Перекрестовка
4, Перемога
13, Перемышляны
9, Перерыв
14, Пересадовка
20, Пересечная
7, Перечин
4, Перещепино
10, Переяслав-Хмельницкий
6, Перлявка
1, Перово
5, Перше травня
6, Першотравенск
4, Першотравенск
6, Першотравневое
14, Першотравневое
5, Пески
16, Пески
10, Песковка
20, Песочин
7, Пестрялово
2, Песчанка
4, Песчанка
1, Песчаное
16, Песчаное
5, Песчаное
19, Петриков
4, Петриковка
1, Петровка
15, Петровка
14, Петровка
12, Петровка
16, Петровка-роменская
11, Петрово
12, Петровское
22, Петровское
10, Петровское
10, Петровское
15, Петродолинское
4, Петропавловка
10, Петропавловская Борщаговка
10, Петрушки
20, Печенеги
9, Печенежин
2, Пещанка
4, Пивденное
20, Пивденное
13, Пидбирцы
6, Пилиповичи
10, Пилиповка
10, Пилипча
1, Пионерское
18, Пироговка
16, Пирятин
2, Писаревка
5, Пискуновка
18, Плавинище
15, Платоново
10, Плесецкое
11, Плетеный ташлык
7, Плоске
19, Плотыча
9, Пнев
9, Побережье
11, Побугское
13, Повитное
3, Поворск
22, Погорельцы
2, Погребище
2, Погребище первое
10, Погребы
