Bezspornaya,48.1667,32.7167
Белая,49.0290,25.7706
Белая Криница,50.6500,29.4667
Белая Церковь,49.8094,30.1121
Белая Церковь,49.8094,30.1121
Белая Церковь,49.8094,30.1121
Белая Церковь,49.8094,30.1121
Белая Церковь,49.8094,30.1121
Bilky,48.3150,23.1325
Белопольский,51.1502,34.3129
Белозерка,46.6253,32.4442
Birzula,47.7531,29.5321
Biyukhuskomya,44.4833,33.7833
Biyukyankoy,44.8167,34.2500
Благодатное,47.7000,37.4167
Blagoveshchenskoye,47.4525,34.8364
Близнюки,48.8577,36.5550
Blyshchivody,50.0500,24.0667
Blyznyuky,48.8577,36.5550
Bobove,48.0667,22.8833
Бобрик,50.0500,28.5000
Бобринец,48.0590,32.1664
Бобров,50.0478,36.3966
Bobrovytsya,50.7469,31.3948
Бобринец,48.0590,32.1664
Богатое Ushchelye,44.5500,33.8833
Bogatyrеv,47.9333,35.2000
Богдан,48.0412,24.3522
Богданов,47.8833,35.4833
Богодухов,50.1647,35.5277
Богородчаны,48.8070,24.5383
Bogushkova,49.5560,32.0969
Богуслав,49.5494,30.8744
Богдан,48.0417,24.3606
Богодухов,50.1647,35.5277
Богородчаны,48.8070,24.5383
Богуслав,49.5500,30.8833
Bojaniec,50.1667,24.1000
Болехов,49.0661,23.8644
Болгар,49.8833,35.6833
Болград,46.5000,35.1000
Болград,45.6826,28.6149
Болград,45.6833,28.6108
Bolschaja Aleksandrowka,47.3167,33.3167
Большая,50.8569,34.9892
Большая Kardashinka,46.5167,32.6500
Большая Погорелова,46.9833,32.1000
Большая Садовая,44.6333,33.8333
Большая Tsapovka,50.2403,35.8558
Bolshovtsy,49.1836,24.7447
Большой,51.0667,35.0167
Большой Дальник,46.4776,30.5576
Бондарев,48.1729,36.1109
Борислав,49.2867,23.4324
Борисов,50.1795,26.6604
Борисполь,50.3527,30.9550
Бородавка,47.8511,29.5364
Бородянка,50.6448,29.9201
Бородянка,50.6448,29.9201
Боровая,50.1763,30.1043
Боровая,49.3772,37.6192
Боровая,49.3772,37.6192
Борщевский,48.8033,26.0435
Borsovka,50.7000,29.2500
Borsuky,49.8833,25.9833
Бортничи,50.3667,30.6833
Бортничи,50.3849,30.6954
Борислав,49.2867,23.4324
Борисполь,50.3527,30.9550
Борисполь,50.3527,30.9550
Борзна,51.2546,32.4269
Боспор,45.3607,36.4706
Боспора,45.3607,36.4706
Бояны,48.2833,26.1333
Боярка,49.2667,34.2667
Боярка,50.3191,30.2973
Боярка,50.3191,30.2973
Боярка,50.3191,30.2973
Боженко,50.2833,23.7000
Боженко,50.2833,23.7000
Bozhikov,49.3167,25.0000
Bozhkovka,48.1861,38.3414
Brailovka,49.1281,36.3469
Brechnov,49.7167,34.5333
Britovka,48.1751,29.1722
Броды,50.0833,25.1500
Броды,50.0879,25.1503
Брошнев,48.9962,24.1975
Брошнев,48.9667,23.2167
Бровары,48.9667,25.4500
Бровары,50.5181,30.8067
Бровары,50.5181,30.8067
Бровары,50.5181,30.8067
Брусилов,50.2845,29.5263
Brusnitsa,48.3539,25.5981
Брусилов,50.2833,29.5333
Брянка,48.5110,38.6722
Брянка,48.5110,38.6722
Брянка,48.5110,38.6722
Брюховичи,49.9047,23.9597
Буча,50.5434,30.2120
Буча,50.5434,30.2120
Буча,50.5434,30.2120
Бучач,49.0625,25.3880
Buchak,49.8667,31.4333
Буда,51.3500,31.4333
Budenets,48.0833,25.6500
Будилов,49.5167,25.2500
Буды,49.8934,36.0224
Budеnnyy,48.9000,32.9500
Бугаз,46.0725,30.4654
Бурчак,47.3833,35.3000
Бурштын,49.2587,24.6278
Бурынь,51.1991,33.8352
Буштино,48.0512,23.4858
Бороздить,49.9655,24.6123
Бутов,50.3500,36.0125
Бутовка,49.7080,36.3820
Бузова,50.4167,30.0333
Бузова,49.5022,34.7830
Бычков,49.1000,25.7000
Быков,49.0500,23.1333
Быкова,49.5894,22.9921
Быково,48.4333,34.0500
Чабан,51.2607,28.5205
Чабаны,49.4184,26.6596
Чаплинка,46.3651,33.5403
Chaplynka,46.3651,33.5403
Charkow,49.9808,36.2527
Charukuv,50.6167,25.1000
Charvona Слобода,50.3833,29.6833
Часов Яр,48.5935,37.8572
Chazepetowka,48.3169,38.2772
Чепа,48.0706,23.0189
Cheremkhuv,49.3333,24.3667
Cherepkivtsi,48.0164,25.9679
Черкассы,49.4285,32.0621
Черкасская,48.8333,37.3833
Черкассы,49.4285,32.0621
Чернецкий,50.1000,28.2500
Chernevtsy,48.5423,28.1147
Чернигов,51.5055,31.2849
Черниговка,46.3669,32.2161
Чернигов,51.5055,31.2849
Черновцы,48.2915,25.9403
Чернобыль,51.2667,30.2333
Chernoglazovka,48.0167,34.7500
Chernorechenskoye,44.5500,33.6667
Чернов,49.2793,24.4526
Черновиц,48.2915,25.9403
Черновцы,48.2915,25.9403
Черняхов,50.4565,28.6702
Черняховская,50.0097,30.7842
Черняховская,50.4565,28.6702
Чернявский,48.4667,37.2500
Черныш,51.6149,31.5098
Херсон,46.6558,32.6178
Чертков,49.0167,25.8000
Червона Слобода,49.3789,32.1464
Червоная Знаменка,49.1537,33.4092
Червоноград,50.3910,24.2351
Червоноград,50.3910,24.2351
Chervonohryhorivka,47.6230,34.5389
Chervonopartizansk,48.0761,39.7962
Червоный Донец,49.3095,37.1611
Чигрин,47.1333,30.7333
Чистополье,45.3646,36.1861
Чкалова,47.6717,38.0590
Choklovka,50.4167,30.4500
Рубить,48.4320,22.2055
Рубить,48.4320,22.2055
Chopovichi,50.8333,28.9533
Чорнобай,49.6708,32.3239
Чернобыль,51.2667,30.2333
Черноморка,46.6543,31.5123
Chornotysiv,48.0833,23.0500
Чертковский,49.0171,25.7980
Чертковский,49.0171,25.7980
Чортков,49.0171,25.7980
Чертомлык,47.6232,34.1420
Chubarevka,49.8725,37.3542
Чуднов,50.0500,28.1167
Чуднов,50.0500,28.1167
Чугуев,49.8356,36.6864
Чугуев,49.8359,36.6880
Чумак,47.2948,38.0081
Chutove,49.7104,35.1603
Чигирин,49.0667,32.6667
CSAP,48.4320,22.2055
Дачи Ирпень,50.5167,30.2500
Дачи Nemeshayevo,50.5667,30.0833
Дальник,46.2276,30.5302
Даниловка,44.5219,34.2604
Darevka,46.1963,33.1937
Дарница,50.4333,30.6333
Дарница,50.4334,30.6725
Давыдов,49.5988,35.0797
Давыдовка,48.9833,35.4500
Дебальцево,48.3407,38.4049
Дебальцево,48.1127,36.0627
Делятин,48.5256,24.6267
Демидов,50.7284,30.3357
Демидова,47.2667,30.6833
Деньги,49.6042,32.1608
Денисов,49.4500,25.3500
Денисовка,44.9228,34.2276
Деражня,52.0239,33.7250
Деражня,49.2692,27.4338
Derezovatka,48.4833,35.4333
Дергачи,50.1066,36.1211
Дергачи,50.1066,36.1211
Дергачи,49.4000,34.5167
Дергачи,50.1066,36.1211
Deribasovka,46.4000,30.7333
Dertsen,48.3368,22.6835
Десна,50.9167,30.7500
Десна,50.9273,30.7605
Десна,50.9273,30.7605
Диканька,49.8250,34.5279
Димитров,48.3052,37.2609
Димитров,48.3052,37.2609
Димитрова,48.3052,37.2609
Diyevka,48.4667,34.8833
Дмитренко,47.0167,33.1667
Дмитрий,46.6500,30.4000
Дмитров,50.2010,24.6292
Дмитрович,49.7623,23.3579
Дмитровка,48.9253,39.1661
Дмитровка,48.8025,32.7228
Дмитровка,47.9297,38.9319
Dneprodsershinsk,48.5000,34.6167
Днепродзержинск,48.5113,34.6021
Dneprodzherzhinsk,48.5000,34.6167
Днепропетровск,48.4630,35.0390
Днепропетровской,48.4630,35.0390
Днепровский,47.5667,34.9667
Днепровский,47.5667,34.9667
Днепровское,48.3395,35.1456
Днепропетровск,48.4630,35.0390
Днепродзержинск,48.5113,34.6021
Днепрорудное,47.3817,34.9765
Dniprovka,47.4319,34.6206
Доброполье,49.1960,25.4288
Доброполье,49.9688,35.7109
Dobrostany,49.8667,23.6333
Добровеличковка,48.3878,31.1803
Dobrovlyany,48.6643,25.7522
Доброводы,49.1500,25.2167
Добровольский,49.6069,37.1514
Доброе,44.8833,34.2167
Dofinovka,46.5803,30.9060
Докучаевск,47.7477,37.6738
Докучаевск,47.7477,37.6738
Dolge,49.2167,25.7167
Долгий,50.6867,34.2122
Долгов,49.0333,24.9167
Долина,48.9452,25.7193
Долинская,48.1159,32.7695
Dolya,47.8771,37.7166
Долина,49.2117,25.7328
Долина,48.9733,24.0094
Долина,49.2117,25.7328
Донец,49.5849,36.5760
Донецк,47.9917,37.7759
Донецкий,49.1517,37.2500
Донецкое,49.1499,37.2547
Донское,47.5136,37.5373
Дорогой,48.0500,34.5500
Дорохов,49.2925,25.5421
Дорошенко,45.1954,35.9570
Драбовский,49.9667,32.1333
Драбов,49.9630,32.1529
Дрогобыч,49.3499,23.5056
Дрогобыч,49.3499,23.5056
Дрогобыч,49.3499,23.5056
Дружба,52.0454,33.9452
Дружковка,48.5791,37.6094
Дружковка,48.5791,37.6094
Дружковка,48.5791,37.6094
Дубенская,48.8500,24.1167
Dubivtsi,49.6833,25.6333
Дубляны,49.4983,23.3872
Дубно,50.4169,25.7343
Дубно,50.4169,25.7343
Дубова,48.2667,25.8167
Дубовец,50.3167,29.2500
Дубовка,50.2760,36.2109
Дубровица,49.9764,23.8171
Дударков,50.4500,30.9500
Дулово,48.1430,23.5870
Дунаевцы,48.8891,26.8564
Дунаевцах,48.8891,26.8564
Duvankoy,44.6833,33.7000
Двуречная,49.8503,37.6856
Диканька,49.8167,34.5333
Dymarka,51.5333,30.6167
Дымер,50.7865,30.3026
Дымерка,50.6000,30.9333
Dzelentsy,49.4500,26.6167
Дзержинск,48.3987,37.8479
Дзержинского,49.0688,37.9273
Джанкой,45.7117,34.3927
Джанкой,45.7117,34.3927
Джанкой,45.7117,34.3927
Dzvinogorod Der Стрыпа,49.0833,25.4000
Энергодар,47.5000,34.4667
Энергодар,47.5000,34.4667
Энергодар,47.5000,34.4667
Engelsovo,48.2975,39.6197
Эсхар,49.7987,36.5883
Евпатория,45.2009,33.3665
Фастов,50.0767,29.9177
Фастов,50.0767,29.9177
Фастов,50.0767,29.9177
Феодосия,45.0368,35.3779
Флора,47.5881,29.4740
Фонтанка,46.5626,30.8607
Форос,44.3921,33.7880
Франко,46.9959,30.8416
Fromandirovka,48.2869,38.9375
Фрунзе,45.0167,33.6333
Фрунзе,48.6686,38.7544
Fеdorovka,46.7500,31.3167
Fеdorovka,44.8667,33.9000
Гадяч,50.3711,33.9910
Галич,49.1218,24.7258
Ganzovka,49.9333,33.3167
Гаспра,44.4336,34.1030
Gassendorf,49.2333,23.6500
Гавро,44.5833,33.9667
Гайсин,48.8114,29.3898
Gelenoye,44.6000,34.0167
Геническ,46.1759,34.8034
Георгиевка,47.3000,34.2333
Георгиевка,48.4228,39.2528
Георгиевский,47.9833,35.2667
Немецкий,49.6500,23.6667
Girevka,51.1000,33.2500
Glevakha,50.2742,30.3271
Глинки,50.5798,26.4123
Глобино,49.3878,33.2596
Глотов,49.7910,38.0797
Глубокая Криница,47.3667,35.6667
Глубокий,48.4744,38.5900
Глубокий Яр,44.7915,33.9159
Глубокое,50.2667,30.9333
Глухов,51.6782,33.9162
Глушков,48.6454,25.4764
Glyboka,48.0897,25.9293
Gnedyn,50.3290,30.7106
Gnidyn,50.3290,30.7106
Гнивань,49.0890,28.3459
Гоголев,50.5167,31.0333
Гоголево,49.8186,34.1771
Голая Пристань,46.5272,32.5242
Голая Пристань,46.5272,32.5242
Голованевск,48.3840,30.4613
Головин,50.4712,28.8253
Голта,48.0280,30.8626
Голубов,49.7386,36.0836
Golyn,49.0140,24.2443
Гончаров,48.6633,25.2139
Гончарова,44.9833,35.2667
Gonoratuvka,49.4075,24.7687
Гонтарь,49.7036,36.1511
Gorbakonevka,48.7167,37.8500
Gorishni,49.0333,33.6500
Горки,48.7167,37.5500
Горловка,45.6167,34.0167
Горловка,50.4500,35.2333
Горловка,48.3470,38.0542
Горловка,48.3470,38.0542
Горловский Шахтер,48.4228,38.1039
Горняк,48.0557,37.3731
Городище,48.3217,38.6422
Городня,50.7667,32.5333
Городок,46.8333,32.7667
Городок,48.9516,29.5297
Городок,49.6014,29.1980
Городок,49.7846,23.6481
Gorodеnka,48.6727,25.5016
Горохов,50.5000,24.7667
Горохов,50.5019,24.7615
Goropai,50.0156,27.8341
Горское,48.7347,38.4954
Гостомель,50.5789,30.2622
Граков,48.9972,39.5236
Бабушка,51.5296,26.3470
Гранитное,47.4574,37.8682
Гребеники,46.8875,29.8069
Гребенюк,48.4000,25.1500
Grebеnki,49.9554,30.1932
Grodovka,48.2618,37.3821
Гроза,49.6703,37.2069
На грудь,49.4667,23.7167
Губарев,49.1526,34.4878
Gubinikha,48.8167,35.2500
Guki,49.9667,23.2667
Гуляйполе,47.6639,36.2563
Гуркин,48.7272,39.7103
Gurovka,47.2417,33.6601
Гурзуф,44.5462,34.2784
Гурзуф,44.5462,34.2784
Guselskoivanovskiy,47.9983,38.1272
Гусятин,49.0726,26.2141
Гута,51.7430,33.6286
Гута,50.6738,30.3100
Gеra,50.0500,23.4167
Гайсин,48.8114,29.3898
Hirske,48.4492,25.0453
Глобино,49.3878,33.2596
Глухов,51.6782,33.9162
Глубокая,48.0897,25.9293
Hnidyn,50.3290,30.7106
Гора,50.0500,23.4167
Горловка,48.3470,38.0542
Горловка,48.3470,38.0542
Горловка,48.3470,38.0542
Городенка,48.6727,25.5016
Городнянский,51.8833,31.6000
Городок,49.1637,26.5839
Hoshiv,51.2468,28.7303
Гостомель,50.5789,30.2622
Гурзуф,44.5462,34.2784
Гусятин,49.0726,26.2141
Гусятинский,49.0667,26.2167
Хижина,48.3126,22.5844
Huty,50.1253,35.3406
Ibraimbay,45.0667,33.7500
Ичня,50.8626,32.3943
Igrovitsa,49.7167,25.5167
Ильича,46.3667,33.4167
Ильича,50.3025,36.1713
Ильичевск,46.3049,30.6548
Ilichevskoye,44.8500,34.9667
Illarionovo,48.4000,35.2667
Ильичевск,46.3049,30.6548
Ильичевское,47.0505,37.4715
Ильинцы,49.1048,29.2177
Ильница,48.3500,23.0833
Иловайск,47.9250,38.2024
Ilpin,50.5333,26.2167
Илья,47.4641,29.3542
Имени Кирова,48.1000,37.6000
Imstichevo,48.2992,23.1885
Ингулец,46.7893,32.8264
Ирмино,48.5988,38.5917
Ирпень,50.5218,30.2506
Ирпень,50.5218,30.2506
Ирпень,50.5218,30.2506
Иршанский,50.7333,28.7333
Иршава,48.3167,23.0385
Ивана Франка,49.3660,23.3312
Иванэ,48.7177,25.6351
Иваничи,50.6388,24.3600
Ивановка,46.6500,31.6500
Иванкив,50.9386,29.8943
Иванков,50.1396,28.8774
Ivanofrankivsk,48.9215,24.7097
Ivanofrankovsk,48.9215,24.7097
Ivanopol,49.8625,28.2145
Иванов,49.4859,28.3482
Ивановка,45.0720,33.6613
Ивановск,47.8833,35.3667
Ivanovtse,48.4667,22.6500
Ivashchuki,50.2500,25.4333
Ивашков,48.1252,29.1959
Ивченко,47.2526,37.9723
Измаил,45.3493,28.8408
Измаил,45.3493,28.8408
Измаил,45.3493,28.8408
Izmaylovka,48.0667,37.6333
Изяслав,50.1195,26.8213
Изюм,49.2088,37.2485
Ялта,44.5001,34.1615
Jelenowka,47.8333,37.6667
Житомир,50.2500,28.6667
Кабаков,48.7833,34.3000
Kachaly,50.6978,29.8338
Kadubivtsi,48.5834,25.7687
Кагарлык,49.8623,30.8282
Кагарлык,49.8623,30.8282
Kailov,50.1500,30.8833
Каховка,46.8137,33.4870
Каланчак,46.2562,33.2907
Калинин,47.3217,38.1081
Калинина,47.2000,34.8333
Калининский,48.0204,39.5923
Калиновка,45.1667,34.7333
Калиновка,49.2498,35.7283
Калиновка,48.2168,28.6548
Калиновский,49.4539,28.5261
Калита,50.7520,31.0235
Калуш,49.0119,24.3731
Калуш,49.0119,24.3731
Kalyniv,49.5500,23.3167
Калиновка,49.4539,28.5261
Kamelnitskiy,49.4216,26.9965
Камена,48.2329,25.8504
Каменица,50.3500,25.7000
Каменка,44.9000,35.0000
Kamenkadneprovskaya,47.4853,34.4058
Каменное,48.1833,34.9667
Kamenopol,49.8670,24.1614
Каменка,52.0953,33.8872
Каменка,44.9918,34.1718
Камыш,46.4454,33.9503
Kamyshevka,48.1667,37.4500
Кандель,46.6486,29.9578
Канев,49.7518,31.4600
Канев,49.7500,31.4667
Канев,49.7518,31.4600
Kanеv,49.7500,31.4667
Kanеv,49.7518,31.4600
Kanеv,49.7518,31.4600
Kapitanovo,48.8311,38.7644
Карабаш,46.6167,31.2667
Карач,44.8833,34.0000
Караван,49.6020,35.8009
Karchеmka,50.1500,24.2000
Карл Маркс,48.4667,35.1667
Карла Маркса,47.7667,37.1167
Карловский,49.4567,35.1295
Карлов,48.4500,25.4667
Карловка,49.7667,35.9333
Karnaukhovka,48.4833,34.7333
Каштаны,44.8676,33.7900
Катеринополь,48.9553,30.9682
Katsivel,44.4167,34.0500
Кацивели,44.4167,34.0500
Katsmaziv,48.9000,27.9500
Кавказ,47.2876,33.0648
Казатин,49.7143,28.8338
Kegichеvka,49.2894,35.7636
Кельменцы,48.4650,26.8346
Керамик,48.2519,37.6842
Керчь,45.3607,36.4706
Keretski,48.4784,23.2197
Керчь,45.3607,36.4706
Khanzhenkovo,48.0923,38.0739
Khanzhеnkovo,48.0923,38.0739
Харьков,49.9808,36.2527
Харьковский,47.7454,38.5596
Харцызский,48.0424,38.1473
Харцызский,47.9679,38.2641
Херсон,46.6558,32.6178
Khishevichi,49.6833,23.6000
Хижа,48.1067,23.2043
Khlebovitse Велки,49.6167,24.2333
Хмель,51.4788,27.3527
Хмельник,49.5552,27.9658
Хмельницкий,49.4216,26.9965
Хмельницкий,47.7278,34.1372
Хмельницкий,49.4216,26.9965
Хмельник,49.5552,27.9658
Kholmok,48.5640,22.2667
Хорол,49.7837,33.2783
Khorosheve,49.8678,36.1650
Khorostkiv,49.2111,25.9216
Хортица,47.8667,35.0167
Хотин,51.0811,34.7709
Хотив,50.3307,30.4684
Хотов,50.3307,30.4684
Хотин,48.5069,26.4912
Крещатик,51.0167,33.7500
Хустский,48.1793,23.2991
Хустский,48.1793,23.2991
Хутор Novonikolayevskiy,48.2500,37.3167
Хутор Заячьем,48.3333,37.4500
Khutorskoye,48.7167,34.7167
Khyriv,49.5333,22.8524
Кичкас,47.8833,35.0833
Состояние опьянения,50.4333,30.5167
Киев,50.4333,30.5167
Kievpetrovsky Порт,50.4667,30.5167
Kiew,50.4333,30.5167
Kiew,50.4333,30.5167
Kijеw,50.4333,30.5167
Килия,45.4552,29.2637
Кирилловка,49.5213,35.6147
Кирилловка,47.3186,37.6747
Кирова,49.0234,37.9316
Кирово,46.7167,32.1000
Кировоград,48.5132,32.2597
Кировоград,48.5132,32.2597
Кировоград,48.5132,32.2597
Кировоград,48.5132,32.2597
Кировоград,48.5132,32.2597
Кировоград,48.5132,32.2597
Кировоград,48.5132,32.2597
Кировоград,48.5132,32.2597
Кировоград,48.5132,32.2597
Кировоград,48.5132,32.2597
Кировоград,48.5132,32.2597
Кировоград,48.5132,32.2597
Кировоград,48.5132,32.2597
Кировоград,48.5132,32.2597
Кировоград,48.5132,32.2597
Кировск,49.0234,37.9316
Кировское,45.2297,35.1999
Кировское,45.2333,35.2167
Кировское,48.5469,34.8557
Kisberezna,48.8667,22.4500
Киселев,48.5813,25.6599
Kiselеv,48.5813,25.6599
Kishrat,48.5167,22.2667
Кицмань,48.4436,25.7668
Киверцы,50.8342,25.4582
Киверцы,50.8342,25.4582
Kizyna,50.0833,24.1333
Klenovyy,48.1181,39.4569
Klepinino,45.5280,34.1832
Клевань,50.7431,25.9763
Klimashеvka,49.5200,26.9935
Klinovoye,48.5672,38.1664
Klishkivtsi,48.4333,26.2667
Клочков,51.6097,31.5933
Kmitov,50.3041,28.8844
Knet,45.2333,35.3500
Княжичи,51.8846,34.0641
Кобеляки,49.1489,34.1965
Кобелякского,49.1489,34.1965
Кобыжча,50.8333,31.5000
Кочеток,49.8800,36.7372
Кочуров,48.1333,25.9333
Коктебель,44.9615,35.2466
Kolchino,48.4647,22.7636
Кольчугино,44.9333,33.7833
Колесников,49.7567,36.1122
Kolodeznoye,45.0333,33.8667
Kolodyanka,50.4333,27.5000
Коломак,49.8399,35.3044
Коломыя,48.5312,25.0365
Коломыя,48.5312,25.0365
Коломыя,48.5312,25.0365
Kolonshchina,50.4500,29.9667
Колос,52.3366,33.3146
Kolyadovka,49.0846,39.2010
Комарно,49.6274,23.6995
Комарова,48.5615,26.9904
Комаровка,45.3500,34.1667
Коммунист,49.5356,36.7144
Kompaniyivka,48.2511,32.2079
Комсомолец,49.7756,37.4497
Комсомолец,48.3500,37.9667
Комсомольск,48.3786,23.8432
Комсомольск,49.0087,33.6335
Комсомольск,49.0087,33.6335
Комсомольское,49.0500,25.9167
Комсомольский,47.6768,37.4248
Комсомольское,49.0500,25.9167
Komyshany,46.6372,32.5072
Konechnyy,46.6000,34.8167
Конев,49.5741,22.9607
Конотоп,51.2403,33.2026
Konotopy,50.2371,27.3149
Коновалов,47.4667,35.5500
Константиновка,49.8784,28.3185
Константиновка,47.8665,37.4070
Konstantovka,49.7831,36.2586
Копани,48.9000,36.0500
Копани,46.8053,32.2703
Kopanky,49.0833,24.3833
Kopychyntsi,49.1044,25.9103
Копылов,50.4097,29.8902
Кореиз,44.4337,34.0852
Korobochkino,49.7772,36.8157
Королево,48.1500,23.1333
Коропец,48.9315,25.1796
Коростень,50.9594,28.6385
Коростень,50.9594,28.6385
Коростышев,50.3172,29.0563
Коростышев,50.3167,29.0667
Коротич,49.9455,36.0406
Koroviya,48.2289,25.9705
Korpiluvka,50.6833,26.1333
Корсунь,50.0756,34.3914
Корсунь,49.4333,31.2500
Корсунь,48.2019,38.0956
Koryukivka,51.7688,32.2481
Корюковка,51.7688,32.2481
Кошелев,47.9167,38.0500
Koshelеv,47.9167,38.0500
Косов,48.3107,25.0958
Косов,49.0945,25.6272
Костополь,50.8784,26.4519
Костополь,50.8833,26.4500
Константиновка,48.5333,37.7167
Константиновка,46.8172,35.4211
Котельва,50.0686,34.7586
Kotivka,49.0826,25.9119
Kotovaniya,49.4444,23.3467
Котовск,47.7531,29.5321
Котовский,47.3333,30.7833
Котовского,47.7000,33.0167
Коцюбинского,50.5000,30.3667
Коцюбинского,50.4884,30.3296
